"clinical_id","alias_code","sample_alias","run_accession","sample_accession","experiment_accession"
"KTN302","2cell","KTN3022cell77","SRR5968470","SAMN07554419","SRX3125951"
"KTN302","0cell","KTN3020cell143","SRR5968481","SAMN07554079","SRX3125940"
"KTN302","0cell","KTN3020cell113","SRR5968488","SAMN07554049","SRX3125933"
"KTN302","2cell","KTN3022cell40","SRR5968511","SAMN07554382","SRX3125910"
"KTN302","0cell","KTN3020cell199","SRR5968516","SAMN07554135","SRX3125905"
"KTN302","0cell","KTN3020cell197","SRR5968524","SAMN07554133","SRX3125897"
"KTN302","0cell","KTN3020cell214","SRR5968526","SAMN07554150","SRX3125895"
"KTN302","0cell","KTN3020cell218","SRR5968530","SAMN07554154","SRX3125891"
"KTN302","0cell","KTN3020cell215","SRR5968533","SAMN07554151","SRX3125888"
"KTN302","0cell","KTN3020cell220","SRR5968534","SAMN07554156","SRX3125887"
"KTN302","0cell","KTN3020cell219","SRR5968535","SAMN07554155","SRX3125886"
"KTN302","2cell","KTN3022cell75","SRR5968538","SAMN07554417","SRX3125883"
"KTN302","2cell","KTN3022cell76","SRR5968539","SAMN07554418","SRX3125882"
"KTN302","0cell","KTN3020cell108","SRR5968543","SAMN07554044","SRX3125878"
"KTN302","0cell","KTN3020cell107","SRR5968544","SAMN07554043","SRX3125877"
"KTN302","2cell","KTN3022cell2","SRR5968558","SAMN07554344","SRX3125863"
"KTN302","0cell","KTN3020cell383","SRR5968572","SAMN07554319","SRX3125849"
"KTN302","0cell","KTN3020cell37","SRR5968575","SAMN07553973","SRX3125846"
"KTN302","0cell","KTN3020cell34","SRR5968580","SAMN07553970","SRX3125841"
"KTN302","0cell","KTN3020cell39","SRR5968583","SAMN07553975","SRX3125838"
"KTN302","0cell","KTN3020cell255","SRR5968588","SAMN07554191","SRX3125833"
"KTN302","0cell","KTN3020cell252","SRR5968591","SAMN07554188","SRX3125830"
"KTN302","0cell","KTN3020cell313","SRR5968597","SAMN07554249","SRX3125824"
"KTN302","2cell","KTN3022cell93","SRR5968602","SAMN07554435","SRX3125819"
"KTN302","2cell","KTN3022cell90","SRR5968608","SAMN07554432","SRX3125813"
"KTN302","0cell","KTN3020cell175","SRR5968614","SAMN07554111","SRX3125807"
"KTN302","0cell","KTN3020cell176","SRR5968615","SAMN07554112","SRX3125806"
"KTN302","0cell","KTN3020cell180","SRR5968621","SAMN07554116","SRX3125800"
"KTN302","0cell","KTN3020cell73","SRR5968625","SAMN07554009","SRX3125796"
"KTN302","0cell","KTN3020cell354","SRR5968634","SAMN07554290","SRX3125787"
"KTN302","0cell","KTN3020cell351","SRR5968635","SAMN07554287","SRX3125786"
"KTN302","0cell","KTN3020cell359","SRR5968643","SAMN07554295","SRX3125778"
"KTN302","2cell","KTN3022cell48","SRR5968647","SAMN07554390","SRX3125774"
"KTN302","0cell","KTN3020cell227","SRR5968658","SAMN07554163","SRX3125763"
"KTN302","0cell","KTN3020cell226","SRR5968661","SAMN07554162","SRX3125760"
"KTN302","0cell","KTN3020cell3","SRR5968664","SAMN07553939","SRX3125757"
"KTN302","0cell","KTN3020cell139","SRR5968666","SAMN07554075","SRX3125755"
"KTN302","0cell","KTN3020cell131","SRR5968670","SAMN07554067","SRX3125751"
"KTN302","0cell","KTN3020cell138","SRR5968673","SAMN07554074","SRX3125748"
"KTN302","0cell","KTN3020cell135","SRR5968674","SAMN07554071","SRX3125747"
"KTN302","0cell","KTN3020cell310","SRR5968676","SAMN07554246","SRX3125745"
"KTN302","2cell","KTN3022cell8","SRR5968683","SAMN07554350","SRX3125738"
"KTN302","2cell","KTN3022cell7","SRR5968684","SAMN07554349","SRX3125737"
"KTN302","2cell","KTN3022cell10","SRR5968685","SAMN07554352","SRX3125736"
"KTN302","2cell","KTN3022cell13","SRR5968690","SAMN07554355","SRX3125731"
"KTN302","0cell","KTN3020cell48","SRR5968696","SAMN07553984","SRX3125725"
"KTN302","0cell","KTN3020cell49","SRR5968701","SAMN07553985","SRX3125720"
"KTN302","0cell","KTN3020cell268","SRR5968708","SAMN07554204","SRX3125713"
"KTN302","0cell","KTN3020cell266","SRR5968710","SAMN07554202","SRX3125711"
"KTN302","0cell","KTN3020cell269","SRR5968713","SAMN07554205","SRX3125708"
"KTN302","2cell","KTN3022cell60","SRR5968720","SAMN07554402","SRX3125701"
"KTN302","2cell","KTN3022cell55","SRR5968723","SAMN07554397","SRX3125698"
"KTN302","2cell","KTN3022cell58","SRR5968726","SAMN07554400","SRX3125695"
"KTN302","2cell","KTN3022cell64","SRR5968728","SAMN07554406","SRX3125693"
"KTN302","0cell","KTN3020cell166","SRR5968729","SAMN07554102","SRX3126192"
"KTN302","0cell","KTN3020cell378","SRR5968730","SAMN07554314","SRX3126055"
"KTN302","0cell","KTN3020cell290","SRR5968735","SAMN07554226","SRX3126187"
"KTN302","0cell","KTN3020cell164","SRR5968736","SAMN07554100","SRX3126186"
"KTN302","0cell","KTN3020cell282","SRR5968743","SAMN07554218","SRX3126179"
"KTN302","0cell","KTN3020cell170","SRR5968748","SAMN07554106","SRX3126174"
"KTN302","0cell","KTN3020cell88","SRR5968750","SAMN07554024","SRX3126172"
"KTN302","0cell","KTN3020cell87","SRR5968751","SAMN07554023","SRX3126171"
"KTN302","0cell","KTN3020cell85","SRR5968753","SAMN07554021","SRX3126169"
"KTN302","0cell","KTN3020cell348","SRR5968766","SAMN07554284","SRX3126156"
"KTN302","0cell","KTN3020cell12","SRR5968779","SAMN07553948","SRX3126143"
"KTN302","0cell","KTN3020cell240","SRR5968786","SAMN07554176","SRX3126136"
"KTN302","0cell","KTN3020cell237","SRR5968791","SAMN07554173","SRX3126131"
"KTN302","0cell","KTN3020cell231","SRR5968793","SAMN07554167","SRX3126129"
"KTN302","0cell","KTN3020cell160","SRR5968807","SAMN07554096","SRX3126115"
"KTN302","0cell","KTN3020cell156","SRR5968809","SAMN07554092","SRX3126113"
"KTN302","0cell","KTN3020cell154","SRR5968815","SAMN07554090","SRX3126107"
"KTN302","0cell","KTN3020cell10","SRR5968817","SAMN07553946","SRX3126105"
"KTN302","0cell","KTN3020cell230","SRR5968819","SAMN07554166","SRX3126103"
"KTN302","0cell","KTN3020cell5","SRR5968822","SAMN07553941","SRX3126100"
"KTN302","0cell","KTN3020cell124","SRR5968825","SAMN07554060","SRX3126097"
"KTN302","0cell","KTN3020cell60","SRR5968841","SAMN07553996","SRX3126081"
"KTN302","0cell","KTN3020cell379","SRR5968852","SAMN07554315","SRX3126070"
"KTN302","0cell","KTN3020cell375","SRR5968864","SAMN07554311","SRX3126058"
"KTN102","OPcell","KTN102OPcells97","SRR5957332","SAMN07540743","SRX3115788"
"KTN102","0cell","KTN1020cells53","SRR5957336","SAMN07540608","SRX3115784"
"KTN102","OPcell","KTN102OPcells145","SRR5957339","SAMN07540791","SRX3115781"
"KTN102","OPcell","KTN102OPcells144","SRR5957340","SAMN07540790","SRX3115780"
"KTN102","OPcell","KTN102OPcells143","SRR5957341","SAMN07540789","SRX3115779"
"KTN102","OPcell","KTN102OPcells141","SRR5957343","SAMN07540787","SRX3115777"
"KTN102","OPcell","KTN102OPcells16","SRR5957352","SAMN07540662","SRX3115768"
"KTN102","0cell","KTN1020cells31","SRR5957359","SAMN07540586","SRX3115761"
"KTN102","0cell","KTN1020cells82","SRR5957375","SAMN07540637","SRX3115745"
"KTN102","OPcell","KTN102OPcells132","SRR5957377","SAMN07540778","SRX3115743"
"KTN102","OPcell","KTN102OPcells89","SRR5957380","SAMN07540735","SRX3115740"
"KTN102","OPcell","KTN102OPcells87","SRR5957386","SAMN07540733","SRX3115734"
"KTN102","0cell","KTN1020cells90","SRR5957391","SAMN07540645","SRX3115729"
"KTN102","0cell","KTN1020cells89","SRR5957392","SAMN07540644","SRX3115728"
"KTN102","0cell","KTN1020cells62","SRR5957403","SAMN07540617","SRX3115717"
"KTN102","0cell","KTN1020cells61","SRR5957404","SAMN07540616","SRX3115716"
"KTN102","OPcell","KTN102OPcells120","SRR5957406","SAMN07540766","SRX3115714"
"KTN102","OPcell","KTN102OPcells125","SRR5957409","SAMN07540771","SRX3115711"
"KTN102","OPcell","KTN102OPcells127","SRR5957411","SAMN07540773","SRX3115709"
"KTN102","OPcell","KTN102OPcells78","SRR5957420","SAMN07540724","SRX3115700"
"KTN102","OPcell","KTN102OPcells5","SRR5957424","SAMN07540651","SRX3115696"
"KTN102","OPcell","KTN102OPcells71","SRR5957427","SAMN07540717","SRX3115693"
"KTN102","OPcell","KTN102OPcells70","SRR5957428","SAMN07540716","SRX3115692"
"KTN102","0cell","KTN1020cells19","SRR5957433","SAMN07540574","SRX3115687"
"KTN102","0cell","KTN1020cells20","SRR5957434","SAMN07540575","SRX3115686"
"KTN102","0cell","KTN1020cells15","SRR5957442","SAMN07540570","SRX3115678"
"KTN102","0cell","KTN1020cells16","SRR5957443","SAMN07540571","SRX3115677"
"KTN102","OPcell","KTN102OPcells147","SRR5957447","SAMN07540793","SRX3115673"
"KTN102","0cell","KTN1020cells72","SRR5957448","SAMN07540627","SRX3115672"
"KTN102","0cell","KTN1020cells1","SRR5957461","SAMN07540556","SRX3115659"
"KTN102","OPcell","KTN102OPcells64","SRR5957469","SAMN07540710","SRX3115651"
"KTN102","OPcell","KTN102OPcells62","SRR5957471","SAMN07540708","SRX3115649"
"KTN102","0cell","KTN1020cells41","SRR5957485","SAMN07540596","SRX3115635"
"KTN102","0cell","KTN1020cells50","SRR5957488","SAMN07540605","SRX3115632"
"KTN102","OPcell","KTN102OPcells131","SRR5957491","SAMN07540777","SRX3115629"
"KTN102","OPcell","KTN102OPcells53","SRR5957498","SAMN07540699","SRX3115622"
"KTN102","OPcell","KTN102OPcells164","SRR5957504","SAMN07540810","SRX3115616"
"KTN102","OPcell","KTN102OPcells171","SRR5957507","SAMN07540817","SRX3115613"
"KTN102","OPcell","KTN102OPcells170","SRR5957514","SAMN07540816","SRX3115606"
"KTN102","OPcell","KTN102OPcells40","SRR5957529","SAMN07540686","SRX3115591"
"KTN102","OPcell","KTN102OPcells46","SRR5957535","SAMN07540692","SRX3115585"
"KTN102","OPcell","KTN102OPcells49","SRR5957538","SAMN07540695","SRX3115582"
"KTN102","0cell","KTN1020cells91","SRR5957542","SAMN07540646","SRX3115578"
"KTN102","0cell","KTN1020cells28","SRR5957548","SAMN07540583","SRX3115572"
"KTN102","OPcell","KTN102OPcells165","SRR5957554","SAMN07540811","SRX3115566"
"KTN102","OPcell","KTN102OPcells36","SRR5957559","SAMN07540682","SRX3115561"
"KTN102","OPcell","KTN102OPcells35","SRR5957560","SAMN07540681","SRX3115560"
"KTN102","OPcell","KTN102OPcells166","SRR5957567","SAMN07540812","SRX3115553"
"KTN102","OPcell","KTN102OPcells8","SRR5957571","SAMN07540654","SRX3115549"
"KTN102","OPcell","KTN102OPcells160","SRR5957572","SAMN07540806","SRX3115548"
"KTN102","OPcell","KTN102OPcells21","SRR5957594","SAMN07540667","SRX3115526"
"KTN102","OPcell","KTN102OPcells27","SRR5957596","SAMN07540673","SRX3115524"
"KTN102","OPcell","KTN102OPcells93","SRR5957328","SAMN07540739","SRX3115792"
"KTN102","OPcell","KTN102OPcells92","SRR5957329","SAMN07540738","SRX3115791"
"KTN102","OPcell","KTN102OPcells96","SRR5957333","SAMN07540742","SRX3115787"
"KTN102","OPcell","KTN102OPcells19","SRR5957337","SAMN07540665","SRX3115783"
"KTN102","OPcell","KTN102OPcells10","SRR5957346","SAMN07540656","SRX3115774"
"KTN102","OPcell","KTN102OPcells17","SRR5957351","SAMN07540663","SRX3115769"
"KTN102","0cell","KTN1020cells35","SRR5957355","SAMN07540590","SRX3115765"
"KTN102","0cell","KTN1020cells36","SRR5957356","SAMN07540591","SRX3115764"
"KTN102","0cell","KTN1020cells37","SRR5957357","SAMN07540592","SRX3115763"
"KTN102","OPcell","KTN102OPcells110","SRR5957366","SAMN07540756","SRX3115754"
"KTN102","OPcell","KTN102OPcells116","SRR5957368","SAMN07540762","SRX3115752"
"KTN102","OPcell","KTN102OPcells114","SRR5957370","SAMN07540760","SRX3115750"
"KTN102","0cell","KTN1020cells86","SRR5957374","SAMN07540641","SRX3115746"
"KTN102","OPcell","KTN102OPcells85","SRR5957384","SAMN07540731","SRX3115736"
"KTN102","OPcell","KTN102OPcells80","SRR5957387","SAMN07540726","SRX3115733"
"KTN102","OPcell","KTN102OPcells133","SRR5957393","SAMN07540779","SRX3115727"
"KTN102","0cell","KTN1020cells63","SRR5957402","SAMN07540618","SRX3115718"
"KTN102","OPcell","KTN102OPcells123","SRR5957407","SAMN07540769","SRX3115713"
"KTN102","OPcell","KTN102OPcells129","SRR5957413","SAMN07540775","SRX3115707"
"KTN102","OPcell","KTN102OPcells79","SRR5957419","SAMN07540725","SRX3115701"
"KTN102","OPcell","KTN102OPcells6","SRR5957421","SAMN07540652","SRX3115699"
"KTN102","OPcell","KTN102OPcells4","SRR5957423","SAMN07540650","SRX3115697"
"KTN102","0cell","KTN1020cells13","SRR5957436","SAMN07540568","SRX3115684"
"KTN102","0cell","KTN1020cells76","SRR5957452","SAMN07540631","SRX3115668"
"KTN102","OPcell","KTN102OPcells180","SRR5957458","SAMN07540826","SRX3115662"
"KTN102","0cell","KTN1020cells7","SRR5957463","SAMN07540562","SRX3115657"
"KTN102","0cell","KTN1020cells49","SRR5957489","SAMN07540604","SRX3115631"
"KTN102","OPcell","KTN102OPcells55","SRR5957492","SAMN07540701","SRX3115628"
"KTN102","OPcell","KTN102OPcells54","SRR5957493","SAMN07540700","SRX3115627"
"KTN102","OPcell","KTN102OPcells57","SRR5957494","SAMN07540703","SRX3115626"
"KTN102","OPcell","KTN102OPcells56","SRR5957495","SAMN07540702","SRX3115625"
"KTN102","OPcell","KTN102OPcells50","SRR5957497","SAMN07540696","SRX3115623"
"KTN102","0cell","KTN1020cells56","SRR5957510","SAMN07540611","SRX3115610"
"KTN102","0cell","KTN1020cells54","SRR5957512","SAMN07540609","SRX3115608"
"KTN102","0cell","KTN1020cells59","SRR5957516","SAMN07540614","SRX3115604"
"KTN102","OPcell","KTN102OPcells176","SRR5957518","SAMN07540822","SRX3115602"
"KTN102","OPcell","KTN102OPcells156","SRR5957521","SAMN07540802","SRX3115599"
"KTN102","OPcell","KTN102OPcells154","SRR5957523","SAMN07540800","SRX3115597"
"KTN102","OPcell","KTN102OPcells153","SRR5957526","SAMN07540799","SRX3115594"
"KTN102","OPcell","KTN102OPcells150","SRR5957527","SAMN07540796","SRX3115593"
"KTN102","OPcell","KTN102OPcells151","SRR5957528","SAMN07540797","SRX3115592"
"KTN102","OPcell","KTN102OPcells44","SRR5957533","SAMN07540690","SRX3115587"
"KTN102","OPcell","KTN102OPcells173","SRR5957539","SAMN07540819","SRX3115581"
"KTN102","OPcell","KTN102OPcells149","SRR5957541","SAMN07540795","SRX3115579"
"KTN102","OPcell","KTN102OPcells169","SRR5957543","SAMN07540815","SRX3115577"
"KTN102","OPcell","KTN102OPcells38","SRR5957557","SAMN07540684","SRX3115563"
"KTN102","OPcell","KTN102OPcells33","SRR5957562","SAMN07540679","SRX3115558"
"KTN102","0cell","KTN1020cells66","SRR5957573","SAMN07540621","SRX3115547"
"KTN102","OPcell","KTN102OPcells101","SRR5957579","SAMN07540747","SRX3115541"
"KTN102","OPcell","KTN102OPcells105","SRR5957583","SAMN07540751","SRX3115537"
"KTN102","OPcell","KTN102OPcells109","SRR5957585","SAMN07540755","SRX3115535"
"KTN102","OPcell","KTN102OPcells20","SRR5957593","SAMN07540666","SRX3115527"
"KTN102","OPcell","KTN102OPcells24","SRR5957597","SAMN07540670","SRX3115523"
"KTN102","OPcell","KTN102OPcells91","SRR5957326","SAMN07540737","SRX3115794"
"KTN102","OPcell","KTN102OPcells99","SRR5957334","SAMN07540745","SRX3115786"
"KTN102","OPcell","KTN102OPcells140","SRR5957344","SAMN07540786","SRX3115776"
"KTN102","0cell","KTN1020cells40","SRR5957354","SAMN07540595","SRX3115766"
"KTN102","0cell","KTN1020cells38","SRR5957358","SAMN07540593","SRX3115762"
"KTN102","0cell","KTN1020cells33","SRR5957361","SAMN07540588","SRX3115759"
"KTN102","0cell","KTN1020cells34","SRR5957362","SAMN07540589","SRX3115758"
"KTN102","0cell","KTN1020cells85","SRR5957363","SAMN07540640","SRX3115757"
"KTN102","OPcell","KTN102OPcells111","SRR5957367","SAMN07540757","SRX3115753"
"KTN102","OPcell","KTN102OPcells118","SRR5957372","SAMN07540764","SRX3115748"
"KTN102","OPcell","KTN102OPcells119","SRR5957373","SAMN07540765","SRX3115747"
"KTN102","OPcell","KTN102OPcells88","SRR5957379","SAMN07540734","SRX3115741"
"KTN102","0cell","KTN1020cells88","SRR5957381","SAMN07540643","SRX3115739"
"KTN102","0cell","KTN1020cells87","SRR5957382","SAMN07540642","SRX3115738"
"KTN102","OPcell","KTN102OPcells84","SRR5957383","SAMN07540730","SRX3115737"
"KTN102","OPcell","KTN102OPcells86","SRR5957385","SAMN07540732","SRX3115735"
"KTN102","0cell","KTN1020cells79","SRR5957394","SAMN07540634","SRX3115726"
"KTN102","0cell","KTN1020cells69","SRR5957396","SAMN07540624","SRX3115724"
"KTN102","0cell","KTN1020cells68","SRR5957397","SAMN07540623","SRX3115723"
"KTN102","0cell","KTN1020cells67","SRR5957398","SAMN07540622","SRX3115722"
"KTN102","OPcell","KTN102OPcells148","SRR5957399","SAMN07540794","SRX3115721"
"KTN102","OPcell","KTN102OPcells126","SRR5957412","SAMN07540772","SRX3115708"
"KTN102","OPcell","KTN102OPcells73","SRR5957425","SAMN07540719","SRX3115695"
"KTN102","OPcell","KTN102OPcells76","SRR5957430","SAMN07540722","SRX3115690"
"KTN102","OPcell","KTN102OPcells74","SRR5957432","SAMN07540720","SRX3115688"
"KTN102","0cell","KTN1020cells74","SRR5957450","SAMN07540629","SRX3115670"
"KTN102","0cell","KTN1020cells4","SRR5957460","SAMN07540559","SRX3115660"
"KTN102","0cell","KTN1020cells8","SRR5957464","SAMN07540563","SRX3115656"
"KTN102","0cell","KTN1020cells6","SRR5957466","SAMN07540561","SRX3115654"
"KTN102","OPcell","KTN102OPcells178","SRR5957476","SAMN07540824","SRX3115644"
"KTN102","0cell","KTN1020cells46","SRR5957480","SAMN07540601","SRX3115640"
"KTN102","0cell","KTN1020cells42","SRR5957484","SAMN07540597","SRX3115636"
"KTN102","0cell","KTN1020cells44","SRR5957486","SAMN07540599","SRX3115634"
"KTN102","OPcell","KTN102OPcells58","SRR5957502","SAMN07540704","SRX3115618"
"KTN102","OPcell","KTN102OPcells158","SRR5957519","SAMN07540804","SRX3115601"
"KTN102","OPcell","KTN102OPcells155","SRR5957524","SAMN07540801","SRX3115596"
"KTN102","OPcell","KTN102OPcells42","SRR5957531","SAMN07540688","SRX3115589"
"KTN102","OPcell","KTN102OPcells48","SRR5957537","SAMN07540694","SRX3115583"
"KTN102","0cell","KTN1020cells22","SRR5957546","SAMN07540577","SRX3115574"
"KTN102","0cell","KTN1020cells30","SRR5957552","SAMN07540585","SRX3115568"
"KTN102","0cell","KTN1020cells29","SRR5957553","SAMN07540584","SRX3115567"
"KTN102","OPcell","KTN102OPcells31","SRR5957564","SAMN07540677","SRX3115556"
"KTN102","OPcell","KTN102OPcells30","SRR5957565","SAMN07540676","SRX3115555"
"KTN102","OPcell","KTN102OPcells167","SRR5957566","SAMN07540813","SRX3115554"
"KTN102","0cell","KTN1020cells51","SRR5957568","SAMN07540606","SRX3115552"
"KTN102","OPcell","KTN102OPcells161","SRR5957569","SAMN07540807","SRX3115551"
"KTN102","OPcell","KTN102OPcells163","SRR5957574","SAMN07540809","SRX3115546"
"KTN102","OPcell","KTN102OPcells100","SRR5957578","SAMN07540746","SRX3115542"
"KTN102","OPcell","KTN102OPcells107","SRR5957581","SAMN07540753","SRX3115539"
"KTN102","OPcell","KTN102OPcells138","SRR5957586","SAMN07540784","SRX3115534"
"KTN102","OPcell","KTN102OPcells139","SRR5957587","SAMN07540785","SRX3115533"
"KTN102","OPcell","KTN102OPcells22","SRR5957591","SAMN07540668","SRX3115529"
"KTN102","OPcell","KTN102OPcells26","SRR5957595","SAMN07540672","SRX3115525"
"KTN102","0cell","KTN1020cells84","SRR5957599","SAMN07540639","SRX3115521"
"KTN102","OPcell","KTN102OPcells90","SRR5957327","SAMN07540736","SRX3115793"
"KTN102","OPcell","KTN102OPcells94","SRR5957331","SAMN07540740","SRX3115789"
"KTN102","OPcell","KTN102OPcells98","SRR5957335","SAMN07540744","SRX3115785"
"KTN102","OPcell","KTN102OPcells13","SRR5957347","SAMN07540659","SRX3115773"
"KTN102","OPcell","KTN102OPcells12","SRR5957348","SAMN07540658","SRX3115772"
"KTN102","OPcell","KTN102OPcells15","SRR5957349","SAMN07540661","SRX3115771"
"KTN102","OPcell","KTN102OPcells112","SRR5957364","SAMN07540758","SRX3115756"
"KTN102","0cell","KTN1020cells81","SRR5957376","SAMN07540636","SRX3115744"
"KTN102","0cell","KTN1020cells83","SRR5957378","SAMN07540638","SRX3115742"
"KTN102","OPcell","KTN102OPcells81","SRR5957388","SAMN07540727","SRX3115732"
"KTN102","0cell","KTN1020cells70","SRR5957395","SAMN07540625","SRX3115725"
"KTN102","OPcell","KTN102OPcells128","SRR5957414","SAMN07540774","SRX3115706"
"KTN102","OPcell","KTN102OPcells9","SRR5957415","SAMN07540655","SRX3115705"
"KTN102","OPcell","KTN102OPcells134","SRR5957416","SAMN07540780","SRX3115704"
"KTN102","OPcell","KTN102OPcells3","SRR5957418","SAMN07540649","SRX3115702"
"KTN102","0cell","KTN1020cells71","SRR5957435","SAMN07540626","SRX3115685"
"KTN102","0cell","KTN1020cells18","SRR5957441","SAMN07540573","SRX3115679"
"KTN102","0cell","KTN1020cells73","SRR5957444","SAMN07540628","SRX3115676"
"KTN102","OPcell","KTN102OPcells181","SRR5957455","SAMN07540827","SRX3115665"
"KTN102","0cell","KTN1020cells9","SRR5957456","SAMN07540564","SRX3115664"
"KTN102","0cell","KTN1020cells3","SRR5957459","SAMN07540558","SRX3115661"
"KTN102","OPcell","KTN102OPcells67","SRR5957468","SAMN07540713","SRX3115652"
"KTN102","OPcell","KTN102OPcells65","SRR5957470","SAMN07540711","SRX3115650"
"KTN102","OPcell","KTN102OPcells63","SRR5957472","SAMN07540709","SRX3115648"
"KTN102","OPcell","KTN102OPcells68","SRR5957478","SAMN07540714","SRX3115642"
"KTN102","OPcell","KTN102OPcells69","SRR5957479","SAMN07540715","SRX3115641"
"KTN102","0cell","KTN1020cells48","SRR5957482","SAMN07540603","SRX3115638"
"KTN102","OPcell","KTN102OPcells184","SRR5957483","SAMN07540830","SRX3115637"
"KTN102","OPcell","KTN102OPcells51","SRR5957496","SAMN07540697","SRX3115624"
"KTN102","OPcell","KTN102OPcells52","SRR5957499","SAMN07540698","SRX3115621"
"KTN102","OPcell","KTN102OPcells135","SRR5957503","SAMN07540781","SRX3115617"
"KTN102","OPcell","KTN102OPcells136","SRR5957505","SAMN07540782","SRX3115615"
"KTN102","OPcell","KTN102OPcells137","SRR5957506","SAMN07540783","SRX3115614"
"KTN102","0cell","KTN1020cells58","SRR5957508","SAMN07540613","SRX3115612"
"KTN102","0cell","KTN1020cells55","SRR5957509","SAMN07540610","SRX3115611"
"KTN102","OPcell","KTN102OPcells174","SRR5957511","SAMN07540820","SRX3115609"
"KTN102","OPcell","KTN102OPcells175","SRR5957515","SAMN07540821","SRX3115605"
"KTN102","0cell","KTN1020cells60","SRR5957517","SAMN07540615","SRX3115603"
"KTN102","OPcell","KTN102OPcells157","SRR5957522","SAMN07540803","SRX3115598"
"KTN102","OPcell","KTN102OPcells152","SRR5957525","SAMN07540798","SRX3115595"
"KTN102","OPcell","KTN102OPcells43","SRR5957532","SAMN07540689","SRX3115588"
"KTN102","OPcell","KTN102OPcells45","SRR5957534","SAMN07540691","SRX3115586"
"KTN102","OPcell","KTN102OPcells47","SRR5957536","SAMN07540693","SRX3115584"
"KTN102","0cell","KTN1020cells23","SRR5957545","SAMN07540578","SRX3115575"
"KTN102","0cell","KTN1020cells21","SRR5957547","SAMN07540576","SRX3115573"
"KTN102","0cell","KTN1020cells27","SRR5957549","SAMN07540582","SRX3115571"
"KTN102","0cell","KTN1020cells25","SRR5957551","SAMN07540580","SRX3115569"
"KTN102","OPcell","KTN102OPcells34","SRR5957561","SAMN07540680","SRX3115559"
"KTN102","0cell","KTN1020cells52","SRR5957570","SAMN07540607","SRX3115550"
"KTN102","OPcell","KTN102OPcells106","SRR5957580","SAMN07540752","SRX3115540"
"KTN102","OPcell","KTN102OPcells108","SRR5957584","SAMN07540754","SRX3115536"
"KTN102","OPcell","KTN102OPcells28","SRR5957588","SAMN07540674","SRX3115532"
"KTN102","OPcell","KTN102OPcells172","SRR5957590","SAMN07540818","SRX3115530"
"KTN102","OPcell","KTN102OPcells25","SRR5957598","SAMN07540671","SRX3115522"
"KTN102","0cell","KTN1020cells47","SRR5957600","SAMN07540602","SRX3115520"
"KTN102","OPcell","KTN102OPcells95","SRR5957330","SAMN07540741","SRX3115790"
"KTN102","OPcell","KTN102OPcells18","SRR5957338","SAMN07540664","SRX3115782"
"KTN102","OPcell","KTN102OPcells142","SRR5957342","SAMN07540788","SRX3115778"
"KTN102","OPcell","KTN102OPcells11","SRR5957345","SAMN07540657","SRX3115775"
"KTN102","OPcell","KTN102OPcells14","SRR5957350","SAMN07540660","SRX3115770"
"KTN102","0cell","KTN1020cells39","SRR5957353","SAMN07540594","SRX3115767"
"KTN102","0cell","KTN1020cells32","SRR5957360","SAMN07540587","SRX3115760"
"KTN102","OPcell","KTN102OPcells113","SRR5957365","SAMN07540759","SRX3115755"
"KTN102","OPcell","KTN102OPcells117","SRR5957369","SAMN07540763","SRX3115751"
"KTN102","OPcell","KTN102OPcells115","SRR5957371","SAMN07540761","SRX3115749"
"KTN102","OPcell","KTN102OPcells82","SRR5957389","SAMN07540728","SRX3115731"
"KTN102","OPcell","KTN102OPcells83","SRR5957390","SAMN07540729","SRX3115730"
"KTN102","0cell","KTN1020cells65","SRR5957400","SAMN07540620","SRX3115720"
"KTN102","0cell","KTN1020cells64","SRR5957401","SAMN07540619","SRX3115719"
"KTN102","OPcell","KTN102OPcells121","SRR5957405","SAMN07540767","SRX3115715"
"KTN102","OPcell","KTN102OPcells122","SRR5957408","SAMN07540768","SRX3115712"
"KTN102","OPcell","KTN102OPcells124","SRR5957410","SAMN07540770","SRX3115710"
"KTN102","OPcell","KTN102OPcells2","SRR5957417","SAMN07540648","SRX3115703"
"KTN102","OPcell","KTN102OPcells7","SRR5957422","SAMN07540653","SRX3115698"
"KTN102","OPcell","KTN102OPcells72","SRR5957426","SAMN07540718","SRX3115694"
"KTN102","OPcell","KTN102OPcells77","SRR5957429","SAMN07540723","SRX3115691"
"KTN102","OPcell","KTN102OPcells75","SRR5957431","SAMN07540721","SRX3115689"
"KTN102","0cell","KTN1020cells14","SRR5957437","SAMN07540569","SRX3115683"
"KTN102","0cell","KTN1020cells11","SRR5957438","SAMN07540566","SRX3115682"
"KTN102","0cell","KTN1020cells12","SRR5957439","SAMN07540567","SRX3115681"
"KTN102","0cell","KTN1020cells17","SRR5957440","SAMN07540572","SRX3115680"
"KTN102","0cell","KTN1020cells80","SRR5957445","SAMN07540635","SRX3115675"
"KTN102","OPcell","KTN102OPcells183","SRR5957446","SAMN07540829","SRX3115674"
"KTN102","OPcell","KTN102OPcells182","SRR5957449","SAMN07540828","SRX3115671"
"KTN102","0cell","KTN1020cells75","SRR5957451","SAMN07540630","SRX3115669"
"KTN102","0cell","KTN1020cells77","SRR5957453","SAMN07540632","SRX3115667"
"KTN102","0cell","KTN1020cells78","SRR5957454","SAMN07540633","SRX3115666"
