"clinical_id","alias_code","sample_alias","run_accession","sample_accession","experiment_accession"
"KTN152","OPcell","KTN152OPcell159","SRR5959314","SAMN07543995","SRX3117318"
"KTN152","OPcell","KTN152OPcell161","SRR5959318","SAMN07543997","SRX3117314"
"KTN152","OPcell","KTN152OPcell162","SRR5959319","SAMN07543998","SRX3117313"
"KTN152","OPcell","KTN152OPcell323","SRR5959325","SAMN07544159","SRX3117307"
"KTN152","OPcell","KTN152OPcell326","SRR5959326","SAMN07544162","SRX3117306"
"KTN152","OPcell","KTN152OPcell331","SRR5959329","SAMN07544167","SRX3117303"
"KTN152","OPcell","KTN152OPcell413","SRR5959334","SAMN07544249","SRX3117298"
"KTN152","OPcell","KTN152OPcell285","SRR5959340","SAMN07544121","SRX3117292"
"KTN152","OPcell","KTN152OPcell283","SRR5959342","SAMN07544119","SRX3117290"
"KTN152","OPcell","KTN152OPcell288","SRR5959347","SAMN07544124","SRX3117285"
"KTN152","OPcell","KTN152OPcell85","SRR5959351","SAMN07543921","SRX3117281"
"KTN152","OPcell","KTN152OPcell88","SRR5959352","SAMN07543924","SRX3117280"
"KTN152","OPcell","KTN152OPcell213","SRR5959358","SAMN07544049","SRX3117274"
"KTN152","OPcell","KTN152OPcell191","SRR5959369","SAMN07544027","SRX3117263"
"KTN152","OPcell","KTN152OPcell188","SRR5959370","SAMN07544024","SRX3117262"
"KTN152","OPcell","KTN152OPcell186","SRR5959376","SAMN07544022","SRX3117256"
"KTN152","OPcell","KTN152OPcell262","SRR5959390","SAMN07544098","SRX3117242"
"KTN152","OPcell","KTN152OPcell110","SRR5959394","SAMN07543946","SRX3117238"
"KTN152","OPcell","KTN152OPcell370","SRR5959410","SAMN07544206","SRX3117222"
"KTN152","OPcell","KTN152OPcell178","SRR5959413","SAMN07544014","SRX3117612"
"KTN152","OPcell","KTN152OPcell174","SRR5959417","SAMN07544010","SRX3117608"
"KTN152","0cell","KTN1520cell265","SRR5964902","SAMN07550628","SRX3122486"
"KTN152","0cell","KTN1520cell268","SRR5964903","SAMN07550631","SRX3122485"
"KTN152","0cell","KTN1520cell264","SRR5964907","SAMN07550627","SRX3122481"
"KTN152","0cell","KTN1520cell185","SRR5964909","SAMN07550548","SRX3122479"
"KTN152","0cell","KTN1520cell187","SRR5964911","SAMN07550550","SRX3122477"
"KTN152","0cell","KTN1520cell407","SRR5964918","SAMN07550770","SRX3122470"
"KTN152","0cell","KTN1520cell464","SRR5964922","SAMN07550827","SRX3122466"
"KTN152","0cell","KTN1520cell60","SRR5964930","SAMN07550423","SRX3122458"
"KTN152","0cell","KTN1520cell458","SRR5964940","SAMN07550821","SRX3122448"
"KTN152","0cell","KTN1520cell343","SRR5964944","SAMN07550706","SRX3122444"
"KTN152","0cell","KTN1520cell344","SRR5964945","SAMN07550707","SRX3122443"
"KTN152","0cell","KTN1520cell347","SRR5964948","SAMN07550710","SRX3122440"
"KTN152","0cell","KTN1520cell348","SRR5964949","SAMN07550711","SRX3122439"
"KTN152","0cell","KTN1520cell422","SRR5964954","SAMN07550785","SRX3122434"
"KTN152","0cell","KTN1520cell134","SRR5964970","SAMN07550497","SRX3122418"
"KTN152","0cell","KTN1520cell318","SRR5964974","SAMN07550681","SRX3122414"
"KTN152","0cell","KTN1520cell311","SRR5964977","SAMN07550674","SRX3122411"
"KTN152","0cell","KTN1520cell314","SRR5964978","SAMN07550677","SRX3122410"
"KTN152","0cell","KTN1520cell258","SRR5964983","SAMN07550621","SRX3122405"
"KTN152","0cell","KTN1520cell320","SRR5964984","SAMN07550683","SRX3122404"
"KTN152","0cell","KTN1520cell319","SRR5964985","SAMN07550682","SRX3122403"
"KTN152","0cell","KTN1520cell389","SRR5964988","SAMN07550752","SRX3122400"
"KTN152","0cell","KTN1520cell390","SRR5964989","SAMN07550753","SRX3122399"
"KTN152","0cell","KTN1520cell388","SRR5964991","SAMN07550751","SRX3122397"
"KTN152","0cell","KTN1520cell221","SRR5965001","SAMN07550584","SRX3122387"
"KTN152","0cell","KTN1520cell223","SRR5965003","SAMN07550586","SRX3122385"
"KTN152","0cell","KTN1520cell227","SRR5965007","SAMN07550590","SRX3122381"
"KTN152","0cell","KTN1520cell92","SRR5965014","SAMN07550455","SRX3122374"
"KTN152","0cell","KTN1520cell171","SRR5965020","SAMN07550534","SRX3122868"
"KTN152","0cell","KTN1520cell178","SRR5965025","SAMN07550541","SRX3122863"
"KTN152","0cell","KTN1520cell448","SRR5965030","SAMN07550811","SRX3122858"
"KTN152","0cell","KTN1520cell447","SRR5965031","SAMN07550810","SRX3122857"
"KTN152","0cell","KTN1520cell68","SRR5965032","SAMN07550431","SRX3122856"
"KTN152","0cell","KTN1520cell211","SRR5965034","SAMN07550574","SRX3122854"
"KTN152","0cell","KTN1520cell217","SRR5965040","SAMN07550580","SRX3122848"
"KTN152","0cell","KTN1520cell192","SRR5965044","SAMN07550555","SRX3122844"
"KTN152","0cell","KTN1520cell198","SRR5965046","SAMN07550561","SRX3122842"
"KTN152","0cell","KTN1520cell107","SRR5965052","SAMN07550470","SRX3122836"
"KTN152","0cell","KTN1520cell108","SRR5965053","SAMN07550471","SRX3122835"
"KTN152","0cell","KTN1520cell102","SRR5965055","SAMN07550465","SRX3122833"
"KTN152","0cell","KTN1520cell411","SRR5965063","SAMN07550774","SRX3122825"
"KTN152","0cell","KTN1520cell49","SRR5965064","SAMN07550412","SRX3122824"
"KTN152","0cell","KTN1520cell50","SRR5965065","SAMN07550413","SRX3122823"
"KTN152","0cell","KTN1520cell412","SRR5965068","SAMN07550775","SRX3122820"
"KTN152","0cell","KTN1520cell418","SRR5965077","SAMN07550781","SRX3122811"
"KTN152","0cell","KTN1520cell354","SRR5965085","SAMN07550717","SRX3122803"
"KTN152","0cell","KTN1520cell40","SRR5965091","SAMN07550403","SRX3122797"
"KTN152","0cell","KTN1520cell150","SRR5965106","SAMN07550513","SRX3122782"
"KTN152","0cell","KTN1520cell141","SRR5965109","SAMN07550504","SRX3122779"
"KTN152","0cell","KTN1520cell143","SRR5965111","SAMN07550506","SRX3122777"
"KTN152","OPcell","KTN152OPcell6","SRR5965117","SAMN07550847","SRX3122771"
"KTN152","0cell","KTN1520cell368","SRR5965125","SAMN07550731","SRX3122763"
"KTN152","0cell","KTN1520cell243","SRR5965127","SAMN07550606","SRX3122761"
"KTN152","0cell","KTN1520cell248","SRR5965130","SAMN07550611","SRX3122758"
"KTN152","0cell","KTN1520cell247","SRR5965131","SAMN07550610","SRX3122757"
"KTN152","OPcell","KTN152OPcell12","SRR5965135","SAMN07550853","SRX3122753"
"KTN152","0cell","KTN1520cell199","SRR5965136","SAMN07550562","SRX3122752"
"KTN152","0cell","KTN1520cell395","SRR5965140","SAMN07550758","SRX3122748"
"KTN152","0cell","KTN1520cell391","SRR5964644","SAMN07550754","SRX3122744"
"KTN152","0cell","KTN1520cell71","SRR5964652","SAMN07550434","SRX3122736"
"KTN152","0cell","KTN1520cell79","SRR5964658","SAMN07550442","SRX3122730"
"KTN152","0cell","KTN1520cell90","SRR5964660","SAMN07550453","SRX3122728"
"KTN152","0cell","KTN1520cell88","SRR5964662","SAMN07550451","SRX3122726"
"KTN152","0cell","KTN1520cell293","SRR5964674","SAMN07550656","SRX3122714"
"KTN152","0cell","KTN1520cell449","SRR5964691","SAMN07550812","SRX3122697"
"KTN152","0cell","KTN1520cell205","SRR5964708","SAMN07550568","SRX3122680"
"KTN152","0cell","KTN1520cell424","SRR5964715","SAMN07550787","SRX3122673"
"KTN152","0cell","KTN1520cell21","SRR5964719","SAMN07550384","SRX3122669"
"KTN152","OPcell","KTN152OPcell15","SRR5964732","SAMN07550856","SRX3122656"
"KTN152","OPcell","KTN152OPcell14","SRR5964735","SAMN07550855","SRX3122653"
"KTN152","0cell","KTN1520cell45","SRR5964740","SAMN07550408","SRX3122648"
"KTN152","0cell","KTN1520cell156","SRR5964748","SAMN07550519","SRX3122640"
"KTN152","0cell","KTN1520cell154","SRR5964750","SAMN07550517","SRX3122638"
"KTN152","0cell","KTN1520cell153","SRR5964751","SAMN07550516","SRX3122637"
"KTN152","0cell","KTN1520cell404","SRR5964756","SAMN07550767","SRX3122632"
"KTN152","0cell","KTN1520cell159","SRR5964761","SAMN07550522","SRX3122627"
"KTN152","0cell","KTN1520cell275","SRR5964764","SAMN07550638","SRX3122624"
"KTN152","0cell","KTN1520cell276","SRR5964765","SAMN07550639","SRX3122623"
"KTN152","0cell","KTN1520cell272","SRR5964769","SAMN07550635","SRX3122619"
"KTN152","0cell","KTN1520cell280","SRR5964773","SAMN07550643","SRX3122615"
"KTN152","OPcell","KTN152OPcell1","SRR5964776","SAMN07550842","SRX3122612"
"KTN152","0cell","KTN1520cell475","SRR5964778","SAMN07550838","SRX3122610"
"KTN152","0cell","KTN1520cell478","SRR5964781","SAMN07550841","SRX3122607"
"KTN152","0cell","KTN1520cell63","SRR5964794","SAMN07550426","SRX3122594"
"KTN152","0cell","KTN1520cell377","SRR5964801","SAMN07550740","SRX3122587"
"KTN152","0cell","KTN1520cell441","SRR5964810","SAMN07550804","SRX3122578"
"KTN152","0cell","KTN1520cell444","SRR5964811","SAMN07550807","SRX3122577"
"KTN152","0cell","KTN1520cell289","SRR5964814","SAMN07550652","SRX3122574"
"KTN152","0cell","KTN1520cell288","SRR5964815","SAMN07550651","SRX3122573"
"KTN152","0cell","KTN1520cell282","SRR5964821","SAMN07550645","SRX3122567"
"KTN152","0cell","KTN1520cell125","SRR5964825","SAMN07550488","SRX3122563"
"KTN152","0cell","KTN1520cell121","SRR5964829","SAMN07550484","SRX3122559"
"KTN152","0cell","KTN1520cell432","SRR5964832","SAMN07550795","SRX3122556"
"KTN152","0cell","KTN1520cell433","SRR5964833","SAMN07550796","SRX3122555"
"KTN152","0cell","KTN1520cell436","SRR5964836","SAMN07550799","SRX3122552"
"KTN152","0cell","KTN1520cell440","SRR5964840","SAMN07550803","SRX3122548"
"KTN152","0cell","KTN1520cell305","SRR5964843","SAMN07550668","SRX3122545"
"KTN152","0cell","KTN1520cell306","SRR5964844","SAMN07550669","SRX3122544"
"KTN152","0cell","KTN1520cell301","SRR5964847","SAMN07550664","SRX3122541"
"KTN152","0cell","KTN1520cell302","SRR5964848","SAMN07550665","SRX3122540"
"KTN152","0cell","KTN1520cell240","SRR5964852","SAMN07550603","SRX3122536"
"KTN152","0cell","KTN1520cell236","SRR5964860","SAMN07550599","SRX3122528"
"KTN152","0cell","KTN1520cell18","SRR5964863","SAMN07550381","SRX3122525"
"KTN152","0cell","KTN1520cell14","SRR5964867","SAMN07550377","SRX3122521"
"KTN152","0cell","KTN1520cell129","SRR5964871","SAMN07550492","SRX3122517"
"KTN152","0cell","KTN1520cell124","SRR5964880","SAMN07550487","SRX3122508"
"KTN152","OPcell","KTN152OPcell10","SRR5964884","SAMN07550851","SRX3122504"
"KTN152","OPcell","KTN152OPcell9","SRR5964885","SAMN07550850","SRX3122503"
"KTN152","0cell","KTN1520cell2","SRR5964886","SAMN07550365","SRX3122502"
"KTN152","0cell","KTN1520cell161","SRR5964893","SAMN07550524","SRX3122495"
"KTN152","0cell","KTN1520cell263","SRR5964908","SAMN07550626","SRX3122480"
"KTN152","0cell","KTN1520cell183","SRR5964915","SAMN07550546","SRX3122473"
"KTN152","0cell","KTN1520cell184","SRR5964916","SAMN07550547","SRX3122472"
"KTN152","0cell","KTN1520cell469","SRR5964921","SAMN07550832","SRX3122467"
"KTN152","0cell","KTN1520cell461","SRR5964925","SAMN07550824","SRX3122463"
"KTN152","0cell","KTN1520cell468","SRR5964926","SAMN07550831","SRX3122462"
"KTN152","0cell","KTN1520cell467","SRR5964927","SAMN07550830","SRX3122461"
"KTN152","0cell","KTN1520cell465","SRR5964929","SAMN07550828","SRX3122459"
"KTN152","0cell","KTN1520cell52","SRR5964932","SAMN07550415","SRX3122456"
"KTN152","0cell","KTN1520cell55","SRR5964937","SAMN07550418","SRX3122451"
"KTN152","0cell","KTN1520cell58","SRR5964938","SAMN07550421","SRX3122450"
"KTN152","0cell","KTN1520cell341","SRR5964946","SAMN07550704","SRX3122442"
"KTN152","0cell","KTN1520cell456","SRR5964952","SAMN07550819","SRX3122436"
"KTN152","0cell","KTN1520cell140","SRR5964960","SAMN07550503","SRX3122428"
"KTN152","0cell","KTN1520cell136","SRR5964964","SAMN07550499","SRX3122424"
"KTN152","0cell","KTN1520cell135","SRR5964965","SAMN07550498","SRX3122423"
"KTN152","0cell","KTN1520cell131","SRR5964969","SAMN07550494","SRX3122419"
"KTN152","0cell","KTN1520cell316","SRR5964972","SAMN07550679","SRX3122416"
"KTN152","0cell","KTN1520cell257","SRR5964982","SAMN07550620","SRX3122406"
"KTN152","0cell","KTN1520cell385","SRR5964992","SAMN07550748","SRX3122396"
"KTN152","0cell","KTN1520cell386","SRR5964993","SAMN07550749","SRX3122395"
"KTN152","0cell","KTN1520cell383","SRR5964994","SAMN07550746","SRX3122394"
"KTN152","0cell","KTN1520cell222","SRR5965000","SAMN07550585","SRX3122388"
"KTN152","0cell","KTN1520cell224","SRR5965002","SAMN07550587","SRX3122386"
"KTN152","0cell","KTN1520cell228","SRR5965006","SAMN07550591","SRX3122382"
"KTN152","0cell","KTN1520cell96","SRR5965010","SAMN07550459","SRX3122378"
"KTN152","0cell","KTN1520cell98","SRR5965012","SAMN07550461","SRX3122376"
"KTN152","0cell","KTN1520cell260","SRR5965018","SAMN07550623","SRX3122370"
"KTN152","0cell","KTN1520cell177","SRR5965026","SAMN07550540","SRX3122862"
"KTN152","0cell","KTN1520cell213","SRR5965036","SAMN07550576","SRX3122852"
"KTN152","0cell","KTN1520cell106","SRR5965051","SAMN07550469","SRX3122837"
"KTN152","0cell","KTN1520cell101","SRR5965054","SAMN07550464","SRX3122834"
"KTN152","0cell","KTN1520cell104","SRR5965057","SAMN07550467","SRX3122831"
"KTN152","0cell","KTN1520cell109","SRR5965059","SAMN07550472","SRX3122829"
"KTN152","0cell","KTN1520cell329","SRR5965066","SAMN07550692","SRX3122822"
"KTN152","0cell","KTN1520cell330","SRR5965067","SAMN07550693","SRX3122821"
"KTN152","0cell","KTN1520cell327","SRR5965071","SAMN07550690","SRX3122817"
"KTN152","0cell","KTN1520cell321","SRR5965073","SAMN07550684","SRX3122815"
"KTN152","0cell","KTN1520cell322","SRR5965074","SAMN07550685","SRX3122814"
"KTN152","0cell","KTN1520cell324","SRR5965076","SAMN07550687","SRX3122812"
"KTN152","0cell","KTN1520cell415","SRR5965078","SAMN07550778","SRX3122810"
"KTN152","0cell","KTN1520cell9","SRR5965082","SAMN07550372","SRX3122806"
"KTN152","0cell","KTN1520cell353","SRR5965086","SAMN07550716","SRX3122802"
"KTN152","0cell","KTN1520cell356","SRR5965087","SAMN07550719","SRX3122801"
"KTN152","0cell","KTN1520cell357","SRR5965090","SAMN07550720","SRX3122798"
"KTN152","0cell","KTN1520cell35","SRR5965096","SAMN07550398","SRX3122792"
"KTN152","0cell","KTN1520cell32","SRR5965099","SAMN07550395","SRX3122789"
"KTN152","0cell","KTN1520cell419","SRR5965107","SAMN07550782","SRX3122781"
"KTN152","0cell","KTN1520cell142","SRR5965110","SAMN07550505","SRX3122778"
"KTN152","0cell","KTN1520cell361","SRR5965118","SAMN07550724","SRX3122770"
"KTN152","0cell","KTN1520cell362","SRR5965119","SAMN07550725","SRX3122769"
"KTN152","0cell","KTN1520cell250","SRR5965120","SAMN07550613","SRX3122768"
"KTN152","0cell","KTN1520cell366","SRR5965123","SAMN07550729","SRX3122765"
"KTN152","0cell","KTN1520cell399","SRR5965138","SAMN07550762","SRX3122750"
"KTN152","OPcell","KTN152OPcell53","SRR5959037","SAMN07543889","SRX3117595"
"KTN152","OPcell","KTN152OPcell145","SRR5959042","SAMN07543981","SRX3117590"
"KTN152","OPcell","KTN152OPcell148","SRR5959043","SAMN07543984","SRX3117589"
"KTN152","OPcell","KTN152OPcell147","SRR5959044","SAMN07543983","SRX3117588"
"KTN152","OPcell","KTN152OPcell151","SRR5959048","SAMN07543987","SRX3117584"
"KTN152","OPcell","KTN152OPcell398","SRR5959054","SAMN07544234","SRX3117578"
"KTN152","OPcell","KTN152OPcell407","SRR5959062","SAMN07544243","SRX3117570"
"KTN152","OPcell","KTN152OPcell409","SRR5959064","SAMN07544245","SRX3117568"
"KTN152","OPcell","KTN152OPcell225","SRR5959077","SAMN07544061","SRX3117555"
"KTN152","OPcell","KTN152OPcell301","SRR5959080","SAMN07544137","SRX3117552"
"KTN152","OPcell","KTN152OPcell294","SRR5959081","SAMN07544130","SRX3117551"
"KTN152","OPcell","KTN152OPcell295","SRR5959084","SAMN07544131","SRX3117548"
"KTN152","OPcell","KTN152OPcell300","SRR5959087","SAMN07544136","SRX3117545"
"KTN152","OPcell","KTN152OPcell212","SRR5959099","SAMN07544048","SRX3117533"
"KTN152","OPcell","KTN152OPcell206","SRR5959105","SAMN07544042","SRX3117527"
"KTN152","OPcell","KTN152OPcell205","SRR5959106","SAMN07544041","SRX3117526"
"KTN152","OPcell","KTN152OPcell133","SRR5959111","SAMN07543969","SRX3117521"
"KTN152","OPcell","KTN152OPcell346","SRR5959127","SAMN07544182","SRX3117505"
"KTN152","OPcell","KTN152OPcell345","SRR5959128","SAMN07544181","SRX3117504"
"KTN152","OPcell","KTN152OPcell343","SRR5959130","SAMN07544179","SRX3117502"
"KTN152","OPcell","KTN152OPcell350","SRR5959131","SAMN07544186","SRX3117501"
"KTN152","OPcell","KTN152OPcell347","SRR5959134","SAMN07544183","SRX3117498"
"KTN152","OPcell","KTN152OPcell119","SRR5959144","SAMN07543955","SRX3117488"
"KTN152","OPcell","KTN152OPcell120","SRR5959145","SAMN07543956","SRX3117487"
"KTN152","OPcell","KTN152OPcell166","SRR5959150","SAMN07544002","SRX3117482"
"KTN152","OPcell","KTN152OPcell168","SRR5959156","SAMN07544004","SRX3117476"
"KTN152","OPcell","KTN152OPcell172","SRR5959158","SAMN07544008","SRX3117474"
"KTN152","OPcell","KTN152OPcell71","SRR5959161","SAMN07543907","SRX3117471"
"KTN152","OPcell","KTN152OPcell65","SRR5959163","SAMN07543901","SRX3117469"
"KTN152","OPcell","KTN152OPcell69","SRR5959167","SAMN07543905","SRX3117465"
"KTN152","OPcell","KTN152OPcell67","SRR5959169","SAMN07543903","SRX3117463"
"KTN152","OPcell","KTN152OPcell240","SRR5959176","SAMN07544076","SRX3117456"
"KTN152","OPcell","KTN152OPcell238","SRR5959178","SAMN07544074","SRX3117454"
"KTN152","OPcell","KTN152OPcell307","SRR5959180","SAMN07544143","SRX3117452"
"KTN152","OPcell","KTN152OPcell309","SRR5959182","SAMN07544145","SRX3117450"
"KTN152","OPcell","KTN152OPcell305","SRR5959186","SAMN07544141","SRX3117446"
"KTN152","OPcell","KTN152OPcell389","SRR5959189","SAMN07544225","SRX3117443"
"KTN152","OPcell","KTN152OPcell387","SRR5959191","SAMN07544223","SRX3117441"
"KTN152","OPcell","KTN152OPcell33","SRR5959198","SAMN07543869","SRX3117434"
"KTN152","OPcell","KTN152OPcell37","SRR5959202","SAMN07543873","SRX3117430"
"KTN152","OPcell","KTN152OPcell40","SRR5959205","SAMN07543876","SRX3117427"
"KTN152","OPcell","KTN152OPcell41","SRR5959206","SAMN07543877","SRX3117426"
"KTN152","OPcell","KTN152OPcell337","SRR5959221","SAMN07544173","SRX3117411"
"KTN152","OPcell","KTN152OPcell338","SRR5959222","SAMN07544174","SRX3117410"
"KTN152","OPcell","KTN152OPcell30","SRR5959232","SAMN07543866","SRX3117400"
"KTN152","OPcell","KTN152OPcell24","SRR5959234","SAMN07543860","SRX3117398"
"KTN152","OPcell","KTN152OPcell31","SRR5959237","SAMN07543867","SRX3117395"
"KTN152","OPcell","KTN152OPcell281","SRR5959240","SAMN07544117","SRX3117392"
"KTN152","OPcell","KTN152OPcell277","SRR5959244","SAMN07544113","SRX3117388"
"KTN152","OPcell","KTN152OPcell276","SRR5959245","SAMN07544112","SRX3117387"
"KTN152","OPcell","KTN152OPcell274","SRR5959247","SAMN07544110","SRX3117385"
"KTN152","OPcell","KTN152OPcell81","SRR5959261","SAMN07543917","SRX3117371"
"KTN152","OPcell","KTN152OPcell200","SRR5959267","SAMN07544036","SRX3117365"
"KTN152","OPcell","KTN152OPcell194","SRR5959273","SAMN07544030","SRX3117359"
"KTN152","OPcell","KTN152OPcell316","SRR5959284","SAMN07544152","SRX3117348"
"KTN152","OPcell","KTN152OPcell319","SRR5959289","SAMN07544155","SRX3117343"
"KTN152","OPcell","KTN152OPcell317","SRR5959291","SAMN07544153","SRX3117341"
"KTN152","OPcell","KTN152OPcell379","SRR5959296","SAMN07544215","SRX3117336"
"KTN152","OPcell","KTN152OPcell44","SRR5959306","SAMN07543880","SRX3117326"
"KTN152","OPcell","KTN152OPcell328","SRR5959320","SAMN07544164","SRX3117312"
"KTN152","OPcell","KTN152OPcell324","SRR5959324","SAMN07544160","SRX3117308"
"KTN152","OPcell","KTN152OPcell362","SRR5959332","SAMN07544198","SRX3117300"
"KTN152","OPcell","KTN152OPcell286","SRR5959341","SAMN07544122","SRX3117291"
"KTN152","OPcell","KTN152OPcell284","SRR5959343","SAMN07544120","SRX3117289"
"KTN152","OPcell","KTN152OPcell290","SRR5959345","SAMN07544126","SRX3117287"
"KTN152","OPcell","KTN152OPcell87","SRR5959353","SAMN07543923","SRX3117279"
"KTN152","OPcell","KTN152OPcell90","SRR5959354","SAMN07543926","SRX3117278"
"KTN152","OPcell","KTN152OPcell214","SRR5959359","SAMN07544050","SRX3117273"
"KTN152","OPcell","KTN152OPcell222","SRR5959367","SAMN07544058","SRX3117265"
"KTN152","OPcell","KTN152OPcell192","SRR5959368","SAMN07544028","SRX3117264"
"KTN152","OPcell","KTN152OPcell183","SRR5959375","SAMN07544019","SRX3117257"
"KTN152","OPcell","KTN152OPcell185","SRR5959377","SAMN07544021","SRX3117255"
"KTN152","OPcell","KTN152OPcell253","SRR5959383","SAMN07544089","SRX3117249"
"KTN152","OPcell","KTN152OPcell360","SRR5959389","SAMN07544196","SRX3117243"
"KTN152","OPcell","KTN152OPcell355","SRR5959392","SAMN07544191","SRX3117240"
"KTN152","OPcell","KTN152OPcell356","SRR5959393","SAMN07544192","SRX3117239"
"KTN152","OPcell","KTN152OPcell107","SRR5959397","SAMN07543943","SRX3117235"
"KTN152","OPcell","KTN152OPcell179","SRR5959414","SAMN07544015","SRX3117611"
"KTN152","OPcell","KTN152OPcell62","SRR5959423","SAMN07543898","SRX3117602"
"KTN152","0cell","KTN1520cell393","SRR5964646","SAMN07550756","SRX3122742"
"KTN152","0cell","KTN1520cell75","SRR5964656","SAMN07550438","SRX3122732"
"KTN152","0cell","KTN1520cell87","SRR5964661","SAMN07550450","SRX3122727"
"KTN152","0cell","KTN1520cell83","SRR5964665","SAMN07550446","SRX3122723"
"KTN152","0cell","KTN1520cell292","SRR5964673","SAMN07550655","SRX3122715"
"KTN152","0cell","KTN1520cell113","SRR5964681","SAMN07550476","SRX3122707"
"KTN152","0cell","KTN1520cell118","SRR5964684","SAMN07550481","SRX3122704"
